authors,#enterseriesname,#enterseriesindex,title,#titleparttwo,series,series_index
"George Snyder","","","Gunman and the Angel","","","1.0"
"GEORGE MAHAFFEY","MECH COMMAND","1","Seppukarian_NEW WORLD DISORDER","","MECH COMMAND","1.0"
"Genevieve Iseult Eldredge","","","Moribund","","","1.0"
"Genevieve Iseult Eldredge","","","Derailed","A Prequel Novella","","1.0"
"Gay Gaddis","","","Cowgirl Power","","","1.0"
"Gary Grossman","","","Old Earth","","","1.0"
"Gabriel Wolf","MachineGod","1","Diary of a Robot","","MachineGod","1.0"
"G.K. DeRosa","Guardian Series","4","Wilder Legacy","","Guardian Series","4.0"
"G.K. DeRosa","Guardian Series","3","Wilder Revelation","","Guardian Series","3.0"
"G.K. DeRosa","Guardian Series","2","Wilder Destiny","","Guardian Series","2.0"
"Frank Turner Hollon","","","Austin and Emily","","","1.0"
"Frank Callan","","","Feud at Broken Man","","","1.0"
"Fiona Cole","","","Shame","","","1.0"
"Fiona Cole","","","Imagine Me","","","1.0"
"Fay Sampson","","","The Hunted Hare","","","1.0"
"Father Patrick Desbois","","","In Broad Daylight","","","1.0"
"F.W. Harvey","","","A War Romance","","","1.0"
"Evie Adams","","","Marcus","A Mafia Bad Boy Romance","","1.0"
"Eve Langlais","","","Mr. Peabody's House","","","1.0"
"Eve Langlais","","","Indecent Werewolf Exposure","Werewolves, Vampires and Demons, Oh My","","1.0"
"Eve Gaddy","","","Cry Love","","","1.0"
"Eve Gaddy","","","Casey's Gamble","","","1.0"
"Eve Gaddy","Redfish Chronicles","5","Remember Texas","","Redfish Chronicles","5.0"
"Eve Gaddy","Redfish Chronicles","4","That Night in Texas","","Redfish Chronicles","4.0"
"Eve Gaddy","","","Somewhere in Texas","","","1.0"
"Eve Gaddy","Redfish Chronicles","1","Trouble in Texas","","Redfish Chronicles","1.0"
"Eric L. Harry","","","Outbreak","","","1.0"
"Eric Del Carlo","","","Raise the Red Flag","","","1.0"
"Eva Luxe & Juliana Conners","","","Don't Come Around Here","A Bad Boy Next Door Romance","","1.0"
"Emma Leigh Reed","","","A Fine Line","","","1.0"
"Emily Woods","New Love Western Romance","1","Finding Love","","New Love Western Romance","1.0"
"Emily Woods","New Love Western Romance","2","Growing Love","","New Love Western Romance","2.0"
"Emily Elgar","","","If You Knew Her","","","1.0"
"Emily Barr","","","The Truth and Lies of Ella Black","","","1.0"
"Ellie O'Neill","","","Right Girl","","","1.0"
"Ellie Stevenson","","","Shadows of the Lost Child","","","1.0"
"Eliza Gordon","","","Dear Dwayne, With Love","","","1.0"
"Ella Harper","","","One Last Wish","","","1.0"
"Eliot Sappingfield","","","A Problematic Paradox","","","1.0"
"Elaine Raco Chase","","","Dare the Devil","","","1.0"
"Eden Redd","Lewd Saga","6","Lewd Shadowmancer_The Concubine Contract","","Lewd Saga","6.0"
"E. J. Noyes","","","Turbulence","","","1.0"
"E.E. Knight","","","Dragon Champion","","","1.0"
"E.D. Cask","Beacons of Time","1","Hostage of Time","","Beacons of Time","1.0"
"E.C. Hier & Stolworthy Publishing","","","Three Weeks","An Interracial Romance","","1.0"
"E.E. Knight","","","Dragon Outcast","","","1.0"
"Dianne Harman","Northwest Cozy Mysteries","5","Murder at Le Bijou Bistro","","Northwest Cozy Mysteries","5.0"
"Dianne Harman","Northwest Cozy Mystery Series","","Murder After Midnight","","Northwest Cozy Mystery Series","1.0"
"Dominic Selwood","Ava Curzon Trilogy","2","The Apocalypse Fire","","Ava Curzon Trilogy","2.0"
"Derek Rutherford","","","Dead Man Walking","","","1.0"
"Dianne Harman","Northwest Cozy Mystery","1","Northwest Cozy Mysteries #1","","Northwest Cozy Mystery","1.0"
"Dena Nicotra","Simp Series","2","Real","A Cyberpunk Thriller","Simp Series","2.0"
"Deanna Wadsworth","","","La Famiglia","","","1.0"
"Delores Fossen","","","Texas-Sized Trouble","","","1.0"
"Dawn Atkins","","","Swept Away","","","1.0"
"David Stone","","","Love Thy Neighbor's Hotwife","","","1.0"
"David Sharp","","","The Trouble With Furries","","","1.0"
"David Sharp","","","Escape from Dolphin Street","","","1.0"
"David Robbins","","","White Apache 9","","","1.0"
"David Daniel","","","The Skelly Man","","","1.0"
"Dara Horn","","","Eternal Life","","","1.0"
"Daniel Foster","","","Brimstone","","","1.0"
"Dani René","","","His Temptation","","","1.0"
"Dana Thompson","","","The Haircutter","","","1.0"
"Danielle Steel","","","Fall from Grace","","","1.0"
"Daisy Prescott","","","Wingmen Babypalooza","A Wingmen Novella","","1.0"
"DJ Jamison","","","Love By Number","","","1.0"
"D. A. Young","Baymoor","3","Take a Chance on Me","","Baymoor","3.0"
"D. A. Young","","","Lost & Found","","","1.0"
"Cynthia P. O'Neill","Need Series","2","I Need You Now","HEA Billionaire Alpha Male BDSM Erotica Contemporary Suspense Romance","Need Series","2.0"
"Cynthia Luhrs","Knights Through Time Travel","10","Time After Time","","Knights Through Time Travel","10.0"
"Cynthia Eden","Lazarus Rising","4","Run to Me","","Lazarus Rising","4.0"
"Colleen Coble","","","The View from Rainshadow Bay","","","1.0"
"Chuck Wendig","","","The Raptor & the Wren","","","1.0"
"Christine Warren","","","Wolf at the Door","","","1.0"
"Colleen Kelly Alexander","","","Gratitude in Motion","","","1.0"
"Christine Feehan","","","Judgment Road","","","1.0"
"Chelle Bliss","","","Mend","","","1.0"
"Nick Vincent Murphy","","","The Notion Potion","","","1.0"
"Charles Spencer","","","To Catch a King","","","1.0"
"Catherine Miller","","","Christmas at the Gin Shack","","","1.0"
"Carl Phillips","","","Wild Is the Wind","","","1.0"
"Candy J Starr","Access All Areas","4","Rock Revenge_Alex's Story","","Access All Areas","4.0"
"Candy J Starr","Fallen Star","4","Bad for You","","Fallen Star","4.0"
"Zoe York","Camp Firefly Falls","12","Take a Chance on Me","","Camp Firefly Falls","12.0"
"C. M. Wendelboe","","","Marshal and the Moonshiner","","","1.0"
"C. G. Cooper & Ronan Powers","Alex Knight","1","Breakout","","Alex Knight","1.0"
"Brooke Bolander","","","The Only Harmless Great Thing","","","1.0"
"Brenda Benny","","","That Secret You Keep","","","1.0"
"Brock Deskins","Empire of Masks","3","Mourningbird","","Empire of Masks","3.0"
"Brad Raylend","","","Same Self","","","1.0"
"Quinn Loftis & Bo Loftis","","","The Alloy Heart","","","1.0"
"Beth Yarnall","","","The Butterfly Collector","","","1.0"
"Barry Eisler","Livia Lone Novel","2","The Night Trade","","Livia Lone Novel","2.0"
"B. D. Messick","","","Sojourn_The Wildlands","","","1.0"
"Atia Abawi","","","A Land of Permanent Goodbyes","","","1.0"
"Avelyn Paige","Heaven's Rejects MC","3","Absolution","","Heaven's Rejects MC","3.0"
"Ann Fisher","Erysian Chronicles","2","The Raven","","Erysian Chronicles","2.0"
"Ann Cleeves","","","Hidden Depths","A Vera Stanhope Mystery","","1.0"
"Ann Fisher","Erysian Chronicles","1","The Sorcerer","","Erysian Chronicles","1.0"
"KP Stafford","CORE Sector Novel","1","Betrayed","","CORE Sector Novel","1.0"
"Andrew Dobell","Magi Saga","4","Infinities' Edge","","Magi Saga","4.0"
"Andrew Dobell","Magi Saga","3","Black Dawn","","Magi Saga","3.0"
"Amber Anthony","","","Blood Rising","","","1.0"
"Amber Anthony","","","Blood Emerald","","","1.0"
"Alyse Zaftig","","","Under His Protection","","","1.0"
"Amanda Carlson","Holly Danger","4","Danger's Cure:","","Holly Danger","4.0"
"Alyse Zaftig","","","Secret Italian Prince's Baby","","","1.0"
"Alicia Drake","","","I Love You Too Much","","","1.0"
"Alexander Kluge","","","Temple of the Scapegoat","","","1.0"
"Alexandra Blogier","","","The Last Girl on Earth","","","1.0"
"aldivan teixeira torres","","","Opposing Forces","","","1.0"
"Alex Lukeman","","","Solomon's Gold","","","1.0"
"Alafair Burke","","","The Wife","A Novel of Psychological Suspense","","1.0"
"Ahmed Saadawi","","","Frankenstein in Baghdad","","","1.0"
"Adi Tantimedh","","","Her Beautiful Monster","","","1.0"
"Pavel Mandys","","","Prague Noir","","","1.0"
"Adam Baron","","","Hold Back the Night","","","1.0"
"Adelia Everett","","","The Love We Breathe","","","1.0"
"Ada Harper","","","A Conspiracy of Whispers","","","1.0"
"A.J. Messenger","Guardian Series","3","Revelation","","Guardian Series","3.0"
"A.M. Johnson","Avenues Ink Series","3","Poet","","Avenues Ink Series","3.0"
"A.J. Messenger","Guardian Series","2","Fallen","","Guardian Series","2.0"
"A.J. Mackinnon","","","The Unlikely Voyage of Jack de Crow","","","1.0"
"Scott Blade","","","Nothing Left","A Jack Cameron Thriller","","1.0"
"Scott Blade","","","Foreign and Domestic","A Get Reacher Novel","","1.0"
"A. M. Rosenthal","","","Thirty-Eight Witnesses","","","1.0"
"Scott Blade","","","Reckoning Road","A Get Jack Reacher Short Story","","1.0"
"Scott Blade","","","Gone Forever","A Get Jack Reacher Novel","","1.0"
"Patricia Paris","","","Letters to Gabriella","","","1.0"
"Patricia Paris","","","Return to Glebe Point","","","1.0"
"Patricia PacJac Carroll & Lockets & Lace & Sweet Americana","Lockets and Lace","1","Oregon Dreams","","Lockets and Lace","1.0"
"Noelle Winters","","","Remember Me","","","1.0"
"Frederick Warne","","","Peter Rabbit, Based on the Movie","","","1.0"
"Nick Williams","EMP Brothers Series","2","The Will To Survive","A Post-Apocalyptic EMP Survival Thriller","EMP Brothers Series","2.0"
"Nick Williams","EMP Brothers Series","1","Surviving The EMP","A Post-Apocalyptic EMP Survival Thriller","EMP Brothers Series","1.0"
"Patricia Paris","","","This Time Forever","","","1.0"
"Natalie Bennett","","","Savages","","","1.0"
"Na'amen Gobert Tilahun","","","The Tree","","","1.0"
"Mons Kallentoft & Markus Lutteman","","","Zack","","","1.0"
"Michael Cole","","","Creature From The Crevasse","","","1.0"
"Mary Lynn Bracht","","","White Chrysanthemum","","","1.0"
"Max Henry","Twisted Hearts Duet","1","Desire","","Twisted Hearts Duet","1.0"
"Marni Mann","","","Signed","","","1.0"
"Marla Monroe","","","Alice's Men","","","1.0"
"Marilee Brothers","","","Hope and Honor","","","1.0"
"Mariam Pirbhai","","","Outside People and Other Stories","","","1.0"
"Mandy Magro","","","Moment of Truth","","","1.0"
"Mallory Monroe","","","Alex Drakos_His Forbidden Love","","","1.0"
"Margot Hunt","","","Best Friends Forever","","","1.0"
"M. S. Spencer","","","The Pit and the Passion","","","1.0"
"M. J. Konkel","Displaced","1","No Road Out","","Displaced","1.0"
"Lynne Connolly","","","Sinless","","","1.0"
"Lynda M Andrews","","","The White Lion of Norfolk","","","1.0"
"Lucny Dauphin","","","Total Calamity Robot_Book 1.1_CALAMITY","","","1.0"
"Lorelei Bell","Chronicles of Zofia Trickenbod","2","Spell of the Dark Castle","","Chronicles of Zofia Trickenbod","2.0"
"Lucinda Brant","Roxton","1","Forever Remain","","Roxton","1.0"
"Lisa E. Pugh","","","Unexpected Danger","","","1.0"
"Logan Chance","","","Taken","A Mafia Romance","","1.0"
"Lily Graison","Willow Creek","1","Lullaby","","Willow Creek","1.0"
"Leteisha Newton","Dark Romance Truculence","","The Fidelity World_Midas","","Dark Romance Truculence","1.0"
"Leslie Connor","","","The Truth as Told by Mason Buttle","","","1.0"
"Lesley Livingston","","","The Defiant","","","1.0"
"Leslie Cohen","","","This Love Story Will Self-Destruct","","","1.0"
"Lesley Choyce","","","Kryptonite","","","1.0"
"Lena Gregory","","","Scone Cold Killer","","","1.0"
"Lee Child & Sandra Brown & C. J. Box & Val McDermid & Peter James & Kathy Reichs & Diana Gabaldon & Steve Berry & Gayle Lynds & David Morrell & Karin Slaughter & Michael Koryta & Charlaine Harris & Andrew Gross & Lisa Jackson & John Sandford & Lara Adrian & Christopher Rice & Lisa Scottoline & Nelson Demille & J.A. Jance & Eric van Lustbader","Jack Reacher, Temperance Brennan","1","MatchUp","","Jack Reacher, Temperance Brennan","1.0"
"Lee Child","Jack Reacher","20","Make Me","A Jack Reacher Novel","Jack Reacher","20.0"
"Lee Child","Jack Reacher","19.5","Small Wars","A Jack Reacher Story","Jack Reacher","19.5"
"Lee Child","Jack Reacher","18.5","Not a Drill","A Jack Reacher Short Story","Jack Reacher","18.5"
"Lee Child","Jack Reacher","17.5","High Heat","A Jack Reacher Novella","Jack Reacher","17.5"
"Lee Child","Jack Reacher","17","A Wanted Man","","Jack Reacher","17.0"
"Lee Child","","","The Affair","A Reacher Novel","","1.0"
"Lawrence Dudley","","","New York Station","","","1.0"
"Laura Strickland","","","Loyal and True","","","1.0"
"Lauren Doyle Owens","","","The Other Side of Everything","","","1.0"
"Larissa Ione","Demonica","1.1","The Demonica Compendium","","Demonica","1.1"
"Larissa Ione","","","Revenant_Epilogue","","","1.0"
"Larissa Ione","","","Apocalypse_The Lords of Deliverance Compendium","","","1.0"
"Larissa Ione","Demonica Underworld/1001 Dark Nights","","Razr","","Demonica Underworld/1001 Dark Nights","1.0"
"Larissa Ione","Demonica","11","Revenant","","Demonica","11.0"
"Larissa Ione","Demonica Underworld/1001 Dark Nights","","Z","","Demonica Underworld/1001 Dark Nights","1.0"
"Larissa Ione","Demonica","11.7","Base Instincts","","Demonica","11.7"
"Larissa Ione","","","Reaver","","","1.0"
"Larissa Ione","Demonica","8","Lethal Rider_Lords Of Deliverance","","Demonica","8.0"
"Larissa Ione","Lords of Deliverance","2","Immortal Rider","","Lords of Deliverance","2.0"
"Larissa Ione","Demonica","6","Eternal Rider","","Demonica","6.0"
"Larissa Ione","","","Sin Undone","","","1.0"
"Larissa Ione","Demonica","5.5","Demonica Overkill","","Demonica","5.5"
"Larissa Ione","","","Vampire Fight Club","","","1.0"
"Larissa Ione","Demonica","9","Rogue Rider","","Demonica","9.0"
"Eternity Embraced (html)","","","Paris After Dark","","","1.0"
"Larissa Ione","","","Ecstasy Unveiled","","","1.0"
"Larissa Ione","","","Passion Unleashed","","","1.0"
"Larissa Ione","Demonica","2","Desire Unchained","","Demonica","2.0"
"Larissa Ione","","","Pleasure Unbound & Passion Unleashed Deleted Scenes","","","1.0"
"Holly Webb","Animal Stories","1","The Curious Kitten","","Animal Stories","1.0"
"Hayden Hunt","","","Rough","","","1.0"
"Hayden Hunt","","","Cabin Love","","","1.0"
"Grace Goodwin","Interstellar Brides: Rogue","5","Her Rogue Mates","","Interstellar Brides: Rogue","5.0"
"Emily Koch","","","If I Die Before I Wake","","","1.0"
"Elizabeth Schulte Martin","","","Everything You Came to See","","","1.0"
"Ella Fields","","","Suddenly Forbidden","","","1.0"
"Elisabeth Wheatley","Warlords of the Sandsea","1","Ensaadi","","Warlords of the Sandsea","1.0"
"Dietrich Kalteis","","","Ride the Lightning","","","1.0"
"Dexx Peay","","","Redemption","","","1.0"
"Debbie Peterson","","","Love Letters from Heaven","","","1.0"
"David Rodriguez & Justin Robinsons","Daughters of Arkham","2","Mother of Crows","","Daughters of Arkham","2.0"
"David Rees","","","The Milkman's On His Way","","","1.0"
"David Rees","","","In The Tent","","","1.0"
"David Rees","","","A Better Class of Blond","","","1.0"
"David Evans","Tendring Series","1","Disposal","","Tendring Series","1.0"
"David Baggett & Shawn Klein","","","Harry Potter and Philosophy","If Aristotle Ran Hogwarts","","1.0"
"Daniel Paul Singh","","","11 Hours","","","1.0"
"Damian Jay Clay","","","The Crucifixion and Resurrection of Malachi the Queer","","","1.0"
"Dahlia Kent","Dark Romance Melbrooke Menace","","Exhibited","","Dark Romance Melbrooke Menace","1.0"
"Claudia Stone","Reluctant Regency Brides","2","The Lord of Heartbreak","","Reluctant Regency Brides","2.0"
"Claire Kann","","","Let's Talk About Love","","","1.0"
"Cindi Myers","","","Missing in Blue Mesa","","","1.0"
"Christopher Ryan","","","A Simple Rebellion","","","1.0"
"Christina Jones","","","Honeysuckle House","","","1.0"
"Christina Jones","","","Walking on Air","","","1.0"
"Christian Kallias","","","To End All Wars_Universe in Flames Book 10","","","1.0"
"Carole Bugge","Further Adventures of Sherlock Holmes","","The Haunting of Torre Abbey","","Further Adventures of Sherlock Holmes","1.0"
"Cathy Gohlke","","","Until We Find Home","","","1.0"
"Carol Ericson","","","Secured by the SEAL","","","1.0"
"CC MacKenzie","","","Break The Rules","A Ludlow Nights Romance - Book 3","","1.0"
"CC MacKenzie","","","Her Rules","A Ludlow Nights Romance - Book 2","","1.0"
"Brittany Crowley","Bound by Cage","4","Reckless","","Bound by Cage","4.0"
"Blake Banner","Omega Series","3","The Storm","An Action Thriller Novel","Omega Series","3.0"
"Blake Banner","Omega Series","2","Double Edged Blade","An Action Thriller Novel","Omega Series","2.0"
"Brandy C. Ange","","","Transgression","","","1.0"
"Blake Banner","Omega Series","1","Dawn of the Hunter","An Action Thriller Novel","Omega Series","1.0"
"Becca Van","","","Choices [Slick Rock 19]","","","1.0"
"Arno B. Zimmer","","","A Murder In Parlor Harbor","","","1.0"
"Arno B. Zimmer","","","The Parlor City Boys","","","1.0"
"Arizona Tape","","","Your Own Human","","","1.0"
"Aria Grace","Omega House","2","Known Desire","","Omega House","2.0"
"Aria Grace","Omega House","1","Unknown Entity","M/M Non Shifter MPreg Romance","Omega House","1.0"
"Annabelle Costa","Jessie & Nick","1","The Girl I Didn't Marry","","Jessie & Nick","1.0"
"Andrew Swanston","","","Beautiful Star and Other Stories","","","1.0"
"Andrew Beery","Catherine Kimbridge Chronicles","1","The Infinity Brigade #3, Stone Breaker","","Catherine Kimbridge Chronicles","1.0"
"Amy Brent","","","Friends with Benefits","","","1.0"
"Amanda Stauffer","","","Match Made in Manhattan","","","1.0"
"Aline Templeton","","","Human Face","","","1.0"
"Alexandra Bracken","","","In the Afterlight","","","1.0"
"Peter Spiegelman","","","Wall Street Noir","","","1.0"
"Maxim Jakubowski","","","Venice Noir","","","1.0"
"Alastair Reynolds","","","Elysium Fire","","","1.0"
"Steven & Schaper Horwitz","","","Twin Cities Noir","","","1.0"
"Earl Lovelace & Robert Antoni","","","Trinidad Noir_The Classics","","","1.0"
"Lisa Allen-Agostini & Jeanne Mason","","","Trinidad Noir","","","1.0"
"Janine Armin","","","Toronto Noir","","","1.0"
"Salar Abdoh","","","Tehran Noir","","","1.0"
"Etgar Keret","","","Tel Aviv Noir","","","1.0"
"Patricia Smith","","","Staten Island Noir","","","1.0"
"Nathan Larson","","","Stockholm Noir","","","1.0"
"Natalia Smirnova","","","St. Petersburg Noir","","","1.0"
"Scott Phillips","","","St. Louis Noir","","","1.0"
"Curt Colbert","","","Seattle Noir","","","1.0"
"Cheryl Lu-Lien Tan","","","Singapore Noir","","","1.0"
"Peter Maravelis","","","San Francisco Noir 2_The Classics","","","2.0"
"Mayra Santos-Febres","","","San Juan Noir","","","1.0"
"Peter Maravelis","","","San Francisco Noir","","","1.0"
"Maryelizabeth Hart","","","San Diego Noir","","","1.0"
"Tony Bellotto","","","Rio Noir","","","1.0"
"Chiara Stangalino & Maxim Jakubowski","","","Rome Noir","","","1.0"
"Andrew Blossom","","","Richmond Noir","","","1.0"
"Robert Knightly","","","Queens Noir","","","1.0"
"Ann Hood","","","Providence Noir","","","1.0"
"Joyce Carol Oates","","","Prison Noir","","","1.0"
"Kevin Sampsell","","","Portland Noir","","","1.0"
"Kathleen George","","","Pittsburgh Noir","","","1.0"
"Patrick Millikin","","","Phoenix Noir","","","1.0"
"Carlin Romano","","","Philadelphia Noir","","","1.0"
"Aurélien Masson","","","Paris Noir","","","1.0"
"Jerry Thompson","","","Oakland Noir","","","1.0"
"Julie Smith","","","New Orleans Noir","","","1.0"
"Joyce Carol Oates","","","New Jersey Noir","","","1.0"
"Amy Bloom","","","New Haven Noir","","","1.0"
"Altaf Tyrewala","","","Mumbai Noir","","","1.0"
"Natalia Smirnova","","","Moscow Noir","","","1.0"
"John McFetridge","","","Montreal Noir","","","1.0"
"James Grady","","","Montana Noir","","","1.0"
"Tom Franklin","","","Mississippi Noir","","","1.0"
"Les Standiford","","","Miami Noir","","","1.0"
"Paco Ignacio II Taibo","","","Mexico City Noir","","","1.0"
"Jessica Hagedorn","","","Manila Noir","","","1.0"
"Lawrence Block","","","Manhattan Noir 2","","","2.0"
"Lawrence Block","","","Manhattan Noir","","","1.0"
"Denise. Hamilton","Los Angeles Noir","2","Los Angeles Noir 2","","Los Angeles Noir","2.0"
"Denise Hamilton","Los Angeles Noir","1","Los Angeles Noir","","Los Angeles Noir","1.0"
"Kaylie Jones","","","Long Island Noir","","","1.0"
"Bobby Byrd","","","Lone Star Noir","","","1.0"
"Cathi Unsworth","","","London Noir","","","1.0"
"Jarret Keene","","","Las Vegas Noir","","","1.0"
"Colin Channer","","","Kingston Noir","","","1.0"
"Steve Paul","","","Kansas City Noir","","","1.0"
"Mustafa Ziyalan","","","Istanbul Noir","","","1.0"
"Tim McLoughlin","","","New York City Noir","","","1.0"
"Achy Obejas","","","Havana Noir","","","1.0"
"James Thompson","","","Helsinki Noir","","","1.0"
"Edwidge Danticat","","","Haiti Noir 2","","","2.0"
"Edwidge Danticat","","","Haiti Noir","","","1.0"
"Ken Bruen","","","Dublin Noir","","","1.0"
"E. J. & Hocking Olsen","","","Detroit Noir","","","1.0"
"Hirsh Sawhney","","","Delhi Noir","","","1.0"
"George Pelecanos","","","D. C. Noir 2","","","2.0"
"George Pelecanos","","","D.C. Noir","","","1.0"
"Bo Tao Michaelis","","","Copenhagen Noir","","","1.0"
"David Hale Smith (ed)","","","Dallas Noir","","","1.0"
"Neal Pollack","","","Chicago Noir","","","1.0"
"Joe Meno (ed. by)","","","Chicago Noir","","","1.0"
"David L. Ulin","Akashic Noir","1","Cape Cod Noir","","Akashic Noir","1.0"
"Tim McLoughlin","Akashic Noir","","Brooklyn Noir [3] Nothing but the Truth","","Akashic Noir","1.0"
"Tim McLoughlin","Akashic Noir","","Brooklyn Noir [2] The Classics","","Akashic Noir","1.0"
"Michel Dufranne","","","Brussels Noir","","","1.0"
"Tim McLoughlin","","","Brooklyn Noir","","","1.0"
"S. J. Rozan","","","Bronx Noir","","","1.0"
"Dennis Lehane","","","Boston Noir 2","","","1.0"
"Adrian McKinty","","","Belfast Noir","","","1.0"
"Adriana V. & Ospina Lopez","Barcelona Noir","1","Barcelona Noir","","Barcelona Noir","1.0"
"Laura Lippman","Baltimore Noir","1","Baltimore Noir","","Baltimore Noir","1.0"
"Dennis Lehane","","","Boston Noir","","","1.0"
"Tayari Jones","Atlanta Noir","1","Atlanta Noir","","Atlanta Noir","1.0"
"Adam Watson","","","Dawn of Darkness_Part 1_Where the Shadows Stalk","","","1.0"
"Yaël Dayan","","","Three Weeks in October","","","1.0"
"Yaël Dayan","","","New Face in the Mirror","","","1.0"
"Yaël Dayan","","","Death Had Two Sons","","","1.0"
"Yaël Dayan","","","My Father, His Daughter","","","1.0"
"William L. Myers Jr.","Philadelphia Legal","","An Engineered Injustice","","Philadelphia Legal","1.0"
"Xhenet Aliu","","","Brass","","","1.0"
"Frank Belknap Long","","","The Space Opera Novella","","","1.0"
"Phyllis Ann Karr","","","The Fanciers & Realizers MEGAPACK","","","1.0"
"The Complete Series from Weird Tales","","","The Doctor Satan","","","1.0"
"Reginald Bretnor","","","Black Cat Thrillogy #1","","","1.0"
"John French","","","Tallarn","","","1.0"
"Vince Milam","Challenged World","1","The Unknown Element","An Action-Packed Spiritual Thriller","Challenged World","1.0"
"Valerie Mendes","","","Where Peacocks Scream","","","1.0"
"Tymber Dalton","","","Friends in Common [Suncoast Society]","","","1.0"
"Victor Appleton II & Thomas Hudson","TOM SWIFT Invention Series","23","Tom Swift and the Martian Moon Re-Placement","","TOM SWIFT Invention Series","23.0"
"Tymber Dalton","","","Our Gravity [Suncoast Society]","","","1.0"
"Tymber Dalton","","","Happy Spanksgiving [Suncoast Society]","","","1.0"
"Tressie Lockwood","Sartoris","2","Raising His Baby","","Sartoris","2.0"
"Tressie Lockwood","Sartoris","1","Accepting His Name","","Sartoris","1.0"
"Tim Rappleye","","","Jack Parker’s Wiseguys","","","1.0"
"TJ Star","Rivers End Saga","","Omega Seth","","Rivers End Saga","1.0"
"Tessa Berkley","","","Baby in the Bargain","","","1.0"
"Tessa Berkley","","","Baby on His Doorstep","","","1.0"
"Tara West","","","Say Please_Something More 3.5","","","1.0"
"Ted Iverson","Mission to the Stars","1","The Search for FTL","","Mission to the Stars","1.0"
"T. Martin O'Neil","","","Into the Fire","","","1.0"
"Tl Mayhew","","","The Fidelity World_BELONG","","","1.0"
"Suzette Hollingsworth","Great Detective in Love","4","Sherlock Holmes and the Vampire Invasion","","Great Detective in Love","4.0"
"T.S. Nichols","","","The Memory Detective","","","1.0"
"Susanne L. Lambdin","Realm of Magic","3","Queen of Magic","","Realm of Magic","3.0"
"Susan K. Marlow","","","Tunnel of Gold","","","1.0"
"Susan K. Marlow","","","Badge of Honor","","","1.0"
"Susan Mallery","","","Sisters Like Us","","","1.0"
"Susan Gillard","An Oceanside Cozy Mystery","14","Champagne Cream & Murder","","An Oceanside Cozy Mystery","14.0"
"Susan Gillard","Donut Hole Cozy Mystery","60","Cinnamon Sugar Murder","","Donut Hole Cozy Mystery","60.0"
"Susan Gillard","Donut Hole Cozy Mystery","59","Black & White Glazed Murder","","Donut Hole Cozy Mystery","59.0"
"Susan Gillard","Donut Hole Cozy Mystery","58","Coconut Cream Murder","","Donut Hole Cozy Mystery","58.0"
"Susan Gillard","Donut Hole Cozy Mystery","57","Peach Cobler Murder","","Donut Hole Cozy Mystery","57.0"
"Susan Gillard","Donut Hole Cozy Mystery","56","Chocolate Chocolate Murder","","Donut Hole Cozy Mystery","56.0"
"Susan Gillard","Donut Hole Cozy Mystery","55","Vanilla Glazed Murder","","Donut Hole Cozy Mystery","55.0"
"Susan Gillard","Donut Hole Cozy Mystery","54","Peanut Butter and Jelly Murder","","Donut Hole Cozy Mystery","54.0"
"Susan Gillard","Donut Hole Cozy Mystery","53","Wild Raspberry Murder","","Donut Hole Cozy Mystery","53.0"
"Susan Gillard","Donut Hole Cozy Mystery","1","Eva's Delicious Mystery","A Donut Hole Short Story Spin-off","Donut Hole Cozy Mystery","1.0"
"Stephanie Burgis","","","Undead Philosophy 101","","","1.0"
"Stephanie Burgis","","","Shadow Duet","","","1.0"
"Stan Charnofsky","","","Famous","","","1.0"
"Sonya Spreen Bates","","","Running on Empty","","","1.0"
"Somer Grey","","","The Fidelity World_Shattered","","","1.0"
"Sidney Bristol","Aegis Group","1","Heart of Danger","","Aegis Group","1.0"
"Shiloh Walker","","","The Redeeming","","","1.0"
"Shabnam Minwalla","","","What Maya Saw","","","1.0"
"Selena Illyria","","","Rockin' Her World","","","1.0"
"Sarah Stone & Sean-Michael Argo","Beautiful Resistance","2","Opposition Shift","","Beautiful Resistance","2.0"
"Scott Ely","","","Starlight","","","1.0"
"Sarah Glenn Marsh","","","Reign of the Fallen","","","1.0"
"Sandra Marton","","","Malone's Vow","","","1.0"
"Sandra Allen","","","A Kind of Mirraculas Paradise","","","1.0"
"Samantha M. Derr","","","To the Victor","","","1.0"
"SM Reine","Preternatural Affairs","9","The Road to Helltown","An Urban Fantasy Thriller","Preternatural Affairs","9.0"
"Rye Hart","","","Rock Hard Neighbor","A Single Dad Next Door Romance","","1.0"
"Ronesa Aveela","","","The Unborn Hero of Dragon Village","","","1.0"
"Robyn Peterman","Special Forces_Operation Alpha","","Discovering Beauty","","Special Forces_Operation Alpha","1.0"
"Robert Isenberg","Elizabeth Crowne","","Ghost Bandits of Sonora","","Elizabeth Crowne","1.0"
"Robert Davies","","","Echoes of Esharam","","","1.0"
"Robert Davies","","","Specimen 959","","","1.0"
"Robert Dahlen","","","Copper Cove","","","1.0"
"Robert Brightwell","","","Flashman and the Emperor","","","1.0"
"Robert Brightwell","Adventures of Thomas Flashman","6","Flashman's Waterloo","","Adventures of Thomas Flashman","6.0"
"Rickie Khosla","","","Pretty Vile Girl","","","1.0"
